transition_time,from_stage,to_stage,onset_pac,onset_hjorth_mobility,delta_hjorth_mobility,onset_hjorth_complexity,delta_hjorth_complexity,onset_dfa,onset_perm_entropy,delta_perm_entropy,onset_spectral_entropy,delta_spectral_entropy,onset_svd_entropy,delta_svd_entropy,onset_sample_entropy,delta_sample_entropy,onset_petrosian_fd,delta_petrosian_fd,onset_katz_fd,delta_katz_fd,onset_lziv,delta_lziv,onset_hstar_hjorth_only,delta_hstar_hjorth_only,hstar_first_hjorth_only,onset_hstar_dfa_only,onset_hstar_hjorth_dfa,delta_hstar_hjorth_dfa,hstar_first_hjorth_dfa,onset_hstar_hjorth_dfa_petrosian,delta_hstar_hjorth_dfa_petrosian,hstar_first_hjorth_dfa_petrosian,onset_hstar_hjorth_dfa_perm,delta_hstar_hjorth_dfa_perm,hstar_first_hjorth_dfa_perm,onset_hstar_top4_hctsa,delta_hstar_top4_hctsa,hstar_first_top4_hctsa,onset_hstar_all_precede,delta_hstar_all_precede,hstar_first_all_precede,subject_id,delta_dfa,delta_hstar_dfa_only,hstar_first_dfa_only
76530.0,Sleep stage 1,Sleep stage W,-5.0,95.0,100.0,15.0,20.0,15.0,-5.0,0.0,,,,,,,-5.0,0.0,,,-15.0,-10.0,15.0,20.0,False,15.0,15.0,20.0,False,15.0,20.0,False,15.0,20.0,False,15.0,20.0,False,15.0,20.0,False,SC4671G0,20.0,20.0,False
77310.0,Sleep stage 2,Sleep stage W,5.0,-5.0,-10.0,,,105.0,15.0,10.0,-5.0,-10.0,-5.0,-10.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,,,,105.0,105.0,100.0,False,105.0,100.0,False,105.0,100.0,False,105.0,100.0,False,105.0,100.0,False,SC4671G0,100.0,100.0,False
79860.0,Sleep stage 1,Sleep stage W,-25.0,15.0,40.0,-5.0,20.0,55.0,-15.0,10.0,5.0,30.0,5.0,30.0,-25.0,0.0,-15.0,10.0,25.0,50.0,-25.0,0.0,-5.0,20.0,False,55.0,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,SC4671G0,80.0,80.0,False
81390.0,Sleep stage 1,Sleep stage W,15.0,15.0,0.0,,,,-15.0,-30.0,,,45.0,30.0,95.0,80.0,-15.0,-30.0,15.0,0.0,-5.0,-20.0,,,,,,,,,,,,,,,,,,,,SC4671G0,,,
32280.0,Sleep stage 1,Sleep stage W,-5.0,25.0,30.0,-5.0,0.0,,-15.0,-10.0,35.0,40.0,-15.0,-10.0,35.0,40.0,-15.0,-10.0,-15.0,-10.0,15.0,20.0,-5.0,0.0,False,,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,SC4672G0,,,
33570.0,Sleep stage 1,Sleep stage W,-5.0,5.0,10.0,,,15.0,25.0,30.0,,,5.0,10.0,35.0,40.0,25.0,30.0,45.0,50.0,-25.0,-20.0,,,,15.0,,,,,,,,,,,,,,,,SC4672G0,20.0,20.0,False
34230.0,Sleep stage 1,Sleep stage W,25.0,-15.0,-40.0,35.0,10.0,35.0,,,-15.0,-40.0,-15.0,-40.0,-5.0,-30.0,,,-5.0,-30.0,-15.0,-40.0,35.0,10.0,False,35.0,35.0,10.0,False,35.0,10.0,False,35.0,10.0,False,35.0,10.0,False,35.0,10.0,False,SC4672G0,10.0,10.0,False
34710.0,Sleep stage 1,Sleep stage W,-15.0,15.0,30.0,,,,,,-15.0,0.0,15.0,30.0,15.0,30.0,65.0,80.0,15.0,30.0,-5.0,10.0,,,,,,,,,,,,,,,,,,,,SC4672G0,,,
34800.0,Sleep stage 1,Sleep stage W,-25.0,55.0,80.0,-5.0,20.0,-5.0,-25.0,0.0,25.0,50.0,55.0,80.0,85.0,110.0,-25.0,0.0,85.0,110.0,25.0,50.0,-5.0,20.0,False,-5.0,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,SC4672G0,20.0,20.0,False
35370.0,Sleep stage 1,Sleep stage W,-5.0,-15.0,-10.0,45.0,50.0,55.0,25.0,30.0,-5.0,0.0,-15.0,-10.0,5.0,10.0,25.0,30.0,85.0,90.0,-5.0,0.0,45.0,50.0,False,55.0,45.0,50.0,False,45.0,50.0,False,45.0,50.0,False,45.0,50.0,False,45.0,50.0,False,SC4672G0,60.0,60.0,False
35940.0,Sleep stage 2,Sleep stage W,5.0,85.0,80.0,-25.0,-30.0,-15.0,-5.0,-10.0,,,85.0,80.0,85.0,80.0,-5.0,-10.0,95.0,90.0,85.0,80.0,-25.0,-30.0,True,-15.0,-25.0,-30.0,True,-25.0,-30.0,True,-25.0,-30.0,True,-25.0,-30.0,True,-25.0,-30.0,True,SC4672G0,-20.0,-20.0,True
36270.0,Sleep stage 1,Sleep stage W,-15.0,85.0,100.0,-5.0,10.0,5.0,,,85.0,100.0,85.0,100.0,85.0,100.0,,,95.0,110.0,85.0,100.0,-5.0,10.0,False,5.0,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,SC4672G0,20.0,20.0,False
39360.0,Sleep stage 1,Sleep stage W,-15.0,-25.0,-10.0,,,,-5.0,10.0,-5.0,10.0,-25.0,-10.0,-25.0,-10.0,-5.0,10.0,35.0,50.0,-25.0,-10.0,,,,,,,,,,,,,,,,,,,,SC4672G0,,,
39450.0,Sleep stage 1,Sleep stage W,65.0,,,,,,,,,,,,105.0,40.0,,,105.0,40.0,,,,,,,,,,,,,,,,,,,,,,SC4672G0,,,
39840.0,Sleep stage 1,Sleep stage W,-15.0,35.0,50.0,95.0,110.0,95.0,,,-15.0,0.0,35.0,50.0,45.0,60.0,,,-15.0,0.0,45.0,60.0,95.0,110.0,False,95.0,95.0,110.0,False,95.0,110.0,False,95.0,110.0,False,95.0,110.0,False,95.0,110.0,False,SC4672G0,110.0,110.0,False
43290.0,Sleep stage 3,Sleep stage W,-25.0,-25.0,0.0,5.0,30.0,5.0,5.0,30.0,-15.0,10.0,-25.0,0.0,-25.0,0.0,5.0,30.0,65.0,90.0,45.0,70.0,5.0,30.0,False,5.0,5.0,30.0,False,5.0,30.0,False,5.0,30.0,False,5.0,30.0,False,5.0,30.0,False,SC4672G0,30.0,30.0,False
43680.0,Sleep stage 1,Sleep stage W,15.0,,,-25.0,-40.0,-25.0,-25.0,-40.0,-5.0,-20.0,,,,,-25.0,-40.0,,,,,-25.0,-40.0,True,-25.0,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,SC4672G0,-40.0,-40.0,True
46110.0,Sleep stage 2,Sleep stage W,-25.0,-5.0,20.0,45.0,70.0,45.0,-25.0,0.0,105.0,130.0,-5.0,20.0,15.0,40.0,-25.0,0.0,15.0,40.0,5.0,30.0,45.0,70.0,False,45.0,45.0,70.0,False,45.0,70.0,False,45.0,70.0,False,45.0,70.0,False,45.0,70.0,False,SC4672G0,70.0,70.0,False
47340.0,Sleep stage 2,Sleep stage W,-25.0,55.0,80.0,-25.0,0.0,-25.0,-25.0,0.0,,,55.0,80.0,55.0,80.0,-25.0,0.0,55.0,80.0,45.0,70.0,-25.0,0.0,False,-25.0,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,SC4672G0,0.0,0.0,False
50130.0,Sleep stage 2,Sleep stage W,-15.0,5.0,20.0,-25.0,-10.0,-25.0,-15.0,0.0,15.0,30.0,5.0,20.0,15.0,30.0,-15.0,0.0,15.0,30.0,5.0,20.0,-25.0,-10.0,True,-25.0,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,SC4672G0,-10.0,-10.0,True
50190.0,Sleep stage 1,Sleep stage W,55.0,45.0,-10.0,15.0,-40.0,,5.0,-50.0,,,45.0,-10.0,45.0,-10.0,5.0,-50.0,55.0,0.0,75.0,20.0,15.0,-40.0,True,,15.0,-40.0,True,15.0,-40.0,True,15.0,-40.0,True,15.0,-40.0,True,15.0,-40.0,True,SC4672G0,,,
52860.0,Sleep stage 2,Sleep stage W,-25.0,-15.0,10.0,-15.0,10.0,,-15.0,10.0,5.0,30.0,-15.0,10.0,-5.0,20.0,-15.0,10.0,15.0,40.0,-15.0,10.0,-15.0,10.0,False,,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,SC4672G0,,,
55740.0,Sleep stage 1,Sleep stage W,65.0,,,,,,-15.0,-80.0,,,,,,,-15.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,SC4672G0,,,
58080.0,Sleep stage 2,Sleep stage W,-5.0,-25.0,-20.0,,,,-15.0,-10.0,15.0,20.0,-25.0,-20.0,-25.0,-20.0,-15.0,-10.0,-15.0,-10.0,-25.0,-20.0,,,,,,,,,,,,,,,,,,,,SC4672G0,,,
58500.0,Sleep stage 1,Sleep stage W,105.0,,,5.0,-100.0,5.0,95.0,-10.0,,,,,,,95.0,-10.0,,,,,5.0,-100.0,True,5.0,5.0,-100.0,True,5.0,-100.0,True,5.0,-100.0,True,5.0,-100.0,True,5.0,-100.0,True,SC4672G0,-100.0,-100.0,True
58560.0,Sleep stage 1,Sleep stage W,35.0,,,25.0,-10.0,25.0,35.0,0.0,105.0,70.0,55.0,20.0,,,35.0,0.0,,,55.0,20.0,25.0,-10.0,True,25.0,25.0,-10.0,True,25.0,-10.0,True,25.0,-10.0,True,25.0,-10.0,True,25.0,-10.0,True,SC4672G0,-10.0,-10.0,True
58740.0,Sleep stage 1,Sleep stage W,5.0,,,15.0,10.0,15.0,-15.0,-20.0,,,,,-5.0,-10.0,-15.0,-20.0,45.0,40.0,-5.0,-10.0,15.0,10.0,False,15.0,15.0,10.0,False,15.0,10.0,False,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,SC4672G0,10.0,10.0,False
58800.0,Sleep stage 1,Sleep stage W,85.0,,,-25.0,-110.0,-25.0,15.0,-70.0,,,,,,,15.0,-70.0,-15.0,-100.0,,,-25.0,-110.0,True,-25.0,-25.0,-110.0,True,-25.0,-110.0,True,-25.0,-110.0,True,-25.0,-110.0,True,-5.0,-90.0,True,SC4672G0,-110.0,-110.0,True
59070.0,Sleep stage 1,Sleep stage W,-25.0,85.0,110.0,-25.0,0.0,-25.0,-15.0,10.0,85.0,110.0,85.0,110.0,85.0,110.0,-15.0,10.0,85.0,110.0,15.0,40.0,-25.0,0.0,False,-25.0,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,SC4672G0,0.0,0.0,False
7110.0,Sleep stage 2,Sleep stage W,-5.0,-5.0,0.0,-25.0,-20.0,-25.0,-5.0,0.0,,,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,,,-25.0,-20.0,True,-25.0,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,SC4701E0,-20.0,-20.0,True
7200.0,Sleep stage 1,Sleep stage W,35.0,25.0,-10.0,-25.0,-60.0,-15.0,25.0,-10.0,45.0,10.0,25.0,-10.0,35.0,0.0,25.0,-10.0,35.0,0.0,25.0,-10.0,-25.0,-60.0,True,-15.0,-25.0,-60.0,True,-25.0,-60.0,True,-25.0,-60.0,True,-25.0,-60.0,True,-5.0,-40.0,True,SC4701E0,-50.0,-50.0,True
7380.0,Sleep stage 1,Sleep stage W,-25.0,,,35.0,60.0,35.0,,,,,,,,,,,,,,,35.0,60.0,False,35.0,35.0,60.0,False,35.0,60.0,False,35.0,60.0,False,35.0,60.0,False,35.0,60.0,False,SC4701E0,60.0,60.0,False
7710.0,Sleep stage 1,Sleep stage W,5.0,-5.0,-10.0,,,,5.0,0.0,-5.0,-10.0,-5.0,-10.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,SC4701E0,,,
15270.0,Sleep stage 1,Sleep stage W,45.0,5.0,-40.0,-25.0,-70.0,-25.0,-5.0,-50.0,5.0,-40.0,5.0,-40.0,5.0,-40.0,-5.0,-50.0,-5.0,-50.0,5.0,-40.0,-25.0,-70.0,True,-25.0,-25.0,-70.0,True,-25.0,-70.0,True,-25.0,-70.0,True,-25.0,-70.0,True,-25.0,-70.0,True,SC4701E0,-70.0,-70.0,True
15750.0,Sleep stage 1,Sleep stage W,-25.0,,,55.0,80.0,55.0,,,,,,,,,,,,,,,55.0,80.0,False,55.0,55.0,80.0,False,55.0,80.0,False,55.0,80.0,False,55.0,80.0,False,55.0,80.0,False,SC4701E0,80.0,80.0,False
16110.0,Sleep stage 2,Sleep stage W,75.0,5.0,-70.0,,,-5.0,5.0,-70.0,25.0,-50.0,5.0,-70.0,5.0,-70.0,5.0,-70.0,25.0,-50.0,15.0,-60.0,,,,-5.0,,,,,,,,,,,,,,,,SC4701E0,-80.0,-80.0,True
16350.0,Sleep stage 1,Sleep stage W,-25.0,-15.0,10.0,,,,-15.0,10.0,-15.0,10.0,-15.0,10.0,-15.0,10.0,-15.0,10.0,-15.0,10.0,-15.0,10.0,,,,,,,,,,,,,,,,,,,,SC4701E0,,,
16470.0,Sleep stage 1,Sleep stage W,-25.0,15.0,40.0,,,,-25.0,0.0,15.0,40.0,15.0,40.0,-25.0,0.0,-25.0,0.0,15.0,40.0,15.0,40.0,,,,,,,,,,,,,,,,,,,,SC4701E0,,,
16680.0,Sleep stage 1,Sleep stage W,-5.0,5.0,10.0,,,,-5.0,0.0,15.0,20.0,-5.0,0.0,5.0,10.0,5.0,10.0,5.0,10.0,-5.0,0.0,,,,,,,,,,,,,,,,,-25.0,-20.0,True,SC4701E0,,,
21960.0,Sleep stage 2,Sleep stage W,45.0,75.0,30.0,-15.0,-60.0,-15.0,95.0,50.0,75.0,30.0,,,,,65.0,20.0,,,65.0,20.0,-15.0,-60.0,True,-15.0,-15.0,-60.0,True,-15.0,-60.0,True,-15.0,-60.0,True,-15.0,-60.0,True,-15.0,-60.0,True,SC4701E0,-60.0,-60.0,True
26880.0,Sleep stage 2,Sleep stage W,25.0,35.0,10.0,-25.0,-50.0,-25.0,15.0,-10.0,75.0,50.0,35.0,10.0,55.0,30.0,5.0,-20.0,75.0,50.0,35.0,10.0,-25.0,-50.0,True,-25.0,-25.0,-50.0,True,-25.0,-50.0,True,-25.0,-50.0,True,-25.0,-50.0,True,-25.0,-50.0,True,SC4701E0,-50.0,-50.0,True
27540.0,Sleep stage 1,Sleep stage W,-15.0,-15.0,0.0,,,,5.0,20.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,5.0,20.0,-25.0,-10.0,-15.0,0.0,,,,,,,,,,,,,,,,,,,,SC4701E0,,,
42150.0,Sleep stage 3,Sleep stage W,75.0,75.0,0.0,-5.0,-80.0,-5.0,35.0,-40.0,45.0,-30.0,75.0,0.0,35.0,-40.0,35.0,-40.0,85.0,10.0,45.0,-30.0,-5.0,-80.0,True,-5.0,-5.0,-80.0,True,-5.0,-80.0,True,-5.0,-80.0,True,-5.0,-80.0,True,-5.0,-80.0,True,SC4701E0,-80.0,-80.0,True
42360.0,Sleep stage 1,Sleep stage W,-5.0,-15.0,-10.0,-5.0,0.0,5.0,,,,,-15.0,-10.0,,,,,65.0,70.0,85.0,90.0,-5.0,0.0,False,5.0,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,SC4701E0,10.0,10.0,False
54960.0,Sleep stage 1,Sleep stage W,5.0,,,-5.0,-10.0,-5.0,5.0,0.0,,,,,,,5.0,0.0,,,,,-5.0,-10.0,True,-5.0,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,SC4701E0,-10.0,-10.0,True
12720.0,Sleep stage 3,Sleep stage W,-5.0,-5.0,0.0,,,,-5.0,0.0,5.0,10.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,,,,,,,,,,,,,,,,,,,,SC4702E0,,,
28080.0,Sleep stage 1,Sleep stage W,-25.0,5.0,30.0,-25.0,0.0,-25.0,-25.0,0.0,,,5.0,30.0,5.0,30.0,-25.0,0.0,5.0,30.0,5.0,30.0,-25.0,0.0,False,-25.0,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,SC4702E0,0.0,0.0,False
28350.0,Sleep stage 1,Sleep stage W,65.0,65.0,0.0,,,,,,,,65.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC4702E0,,,
28410.0,Sleep stage 1,Sleep stage W,5.0,-5.0,-10.0,,,,5.0,0.0,-15.0,-20.0,5.0,0.0,5.0,0.0,5.0,0.0,35.0,30.0,-25.0,-30.0,,,,,,,,,,,,,,,,,,,,SC4702E0,,,
36780.0,Sleep stage 1,Sleep stage W,65.0,,,-25.0,-90.0,-25.0,,,,,,,,,,,,,,,-25.0,-90.0,True,-25.0,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,SC4702E0,-90.0,-90.0,True
42300.0,Sleep stage 2,Sleep stage W,-15.0,-15.0,0.0,,,-5.0,-15.0,0.0,15.0,30.0,-15.0,0.0,15.0,30.0,-15.0,0.0,35.0,50.0,5.0,20.0,,,,-5.0,,,,,,,,,,,,,,,,SC4702E0,10.0,10.0,False
42780.0,Sleep stage 1,Sleep stage W,-5.0,-25.0,-20.0,25.0,30.0,25.0,-25.0,-20.0,-25.0,-20.0,-25.0,-20.0,-25.0,-20.0,-25.0,-20.0,-25.0,-20.0,-25.0,-20.0,25.0,30.0,False,25.0,25.0,30.0,False,25.0,30.0,False,25.0,30.0,False,25.0,30.0,False,25.0,30.0,False,SC4702E0,30.0,30.0,False
43560.0,Sleep stage 1,Sleep stage W,65.0,-5.0,-70.0,-25.0,-90.0,-25.0,-5.0,-70.0,-5.0,-70.0,-5.0,-70.0,,,-5.0,-70.0,,,75.0,10.0,-25.0,-90.0,True,-25.0,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,SC4702E0,-90.0,-90.0,True
43650.0,Sleep stage 1,Sleep stage W,-25.0,25.0,50.0,,,,-5.0,20.0,-25.0,0.0,25.0,50.0,-15.0,10.0,-5.0,20.0,45.0,70.0,-15.0,10.0,,,,,,,,,,,,,,,,,,,,SC4702E0,,,
43770.0,Sleep stage 1,Sleep stage W,-5.0,5.0,10.0,,,45.0,45.0,50.0,-5.0,0.0,5.0,10.0,-15.0,-10.0,35.0,40.0,-15.0,-10.0,-15.0,-10.0,,,,45.0,,,,,,,55.0,60.0,False,55.0,60.0,False,55.0,60.0,False,SC4702E0,50.0,50.0,False
44010.0,Sleep stage 1,Sleep stage W,15.0,-15.0,-30.0,5.0,-10.0,5.0,-5.0,-20.0,-5.0,-20.0,-15.0,-30.0,-25.0,-40.0,-5.0,-20.0,-25.0,-40.0,45.0,30.0,5.0,-10.0,True,5.0,5.0,-10.0,True,5.0,-10.0,True,5.0,-10.0,True,5.0,-10.0,True,5.0,-10.0,True,SC4702E0,-10.0,-10.0,True
44190.0,Sleep stage 1,Sleep stage W,-15.0,5.0,20.0,,,-25.0,,,-15.0,0.0,5.0,20.0,-15.0,0.0,,,-15.0,0.0,-15.0,0.0,,,,-25.0,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,,,,SC4702E0,-10.0,-10.0,True
44970.0,Sleep stage 1,Sleep stage W,-15.0,-15.0,0.0,25.0,40.0,25.0,-25.0,-10.0,-15.0,0.0,-15.0,0.0,65.0,80.0,-25.0,-10.0,65.0,80.0,-15.0,0.0,25.0,40.0,False,25.0,25.0,40.0,False,25.0,40.0,False,25.0,40.0,False,25.0,40.0,False,25.0,40.0,False,SC4702E0,40.0,40.0,False
45390.0,Sleep stage 1,Sleep stage W,-15.0,-25.0,-10.0,35.0,50.0,45.0,65.0,80.0,15.0,30.0,-25.0,-10.0,-25.0,-10.0,65.0,80.0,-25.0,-10.0,15.0,30.0,35.0,50.0,False,45.0,35.0,50.0,False,35.0,50.0,False,35.0,50.0,False,35.0,50.0,False,35.0,50.0,False,SC4702E0,60.0,60.0,False
46020.0,Sleep stage 1,Sleep stage W,55.0,25.0,-30.0,-5.0,-60.0,-5.0,25.0,-30.0,25.0,-30.0,25.0,-30.0,25.0,-30.0,25.0,-30.0,25.0,-30.0,15.0,-40.0,-5.0,-60.0,True,-5.0,-5.0,-60.0,True,-5.0,-60.0,True,-5.0,-60.0,True,-5.0,-60.0,True,-5.0,-60.0,True,SC4702E0,-60.0,-60.0,True
46320.0,Sleep stage 1,Sleep stage W,-25.0,5.0,30.0,-25.0,0.0,-25.0,-25.0,0.0,5.0,30.0,5.0,30.0,35.0,60.0,-25.0,0.0,5.0,30.0,-5.0,20.0,-25.0,0.0,False,-25.0,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,SC4702E0,0.0,0.0,False
46680.0,Sleep stage 1,Sleep stage W,-15.0,5.0,20.0,45.0,60.0,45.0,-25.0,-10.0,85.0,100.0,-5.0,10.0,15.0,30.0,-25.0,-10.0,-5.0,10.0,5.0,20.0,45.0,60.0,False,45.0,45.0,60.0,False,45.0,60.0,False,45.0,60.0,False,45.0,60.0,False,-15.0,0.0,False,SC4702E0,60.0,60.0,False
52680.0,Sleep stage 2,Sleep stage W,15.0,5.0,-10.0,-15.0,-30.0,45.0,5.0,-10.0,5.0,-10.0,5.0,-10.0,5.0,-10.0,5.0,-10.0,5.0,-10.0,-25.0,-40.0,-15.0,-30.0,True,45.0,-5.0,-20.0,True,-5.0,-20.0,True,-5.0,-20.0,True,-5.0,-20.0,True,-5.0,-20.0,True,SC4702E0,30.0,30.0,False
19830.0,Sleep stage 2,Sleep stage W,-25.0,-25.0,0.0,,,,-5.0,20.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,-5.0,20.0,-15.0,10.0,-25.0,0.0,,,,,,,,,,,,,,,,,,,,SC4711E0,,,
20130.0,Sleep stage 2,Sleep stage W,5.0,-15.0,-20.0,,,,-5.0,-10.0,-5.0,-10.0,-15.0,-20.0,-5.0,-10.0,-5.0,-10.0,-5.0,-10.0,-15.0,-20.0,,,,,,,,,,,,,,,,,,,,SC4711E0,,,
20460.0,Sleep stage 1,Sleep stage W,45.0,,,,,,,,-15.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,-40.0,True,SC4711E0,,,
20700.0,Sleep stage 1,Sleep stage W,5.0,,,25.0,20.0,,,,-5.0,-10.0,,,,,,,95.0,90.0,15.0,10.0,25.0,20.0,False,,25.0,20.0,False,25.0,20.0,False,25.0,20.0,False,25.0,20.0,False,,,,SC4711E0,,,
22350.0,Sleep stage 2,Sleep stage W,-25.0,-15.0,10.0,,,-25.0,5.0,30.0,-15.0,10.0,-15.0,10.0,-15.0,10.0,5.0,30.0,15.0,40.0,-15.0,10.0,,,,-25.0,,,,,,,,,,,,,-25.0,0.0,False,SC4711E0,0.0,0.0,False
23820.0,Sleep stage 2,Sleep stage W,-5.0,-5.0,0.0,,,,-25.0,-20.0,-5.0,0.0,-5.0,0.0,35.0,40.0,-25.0,-20.0,45.0,50.0,15.0,20.0,,,,,,,,,,,,,,,,,,,,SC4711E0,,,
25650.0,Sleep stage 2,Sleep stage W,-5.0,-15.0,-10.0,,,,-15.0,-10.0,-5.0,0.0,-15.0,-10.0,-15.0,-10.0,-15.0,-10.0,-25.0,-20.0,-25.0,-20.0,,,,,,,,,,,,,,,,,,,,SC4711E0,,,
28950.0,Sleep stage 2,Sleep stage W,5.0,-15.0,-20.0,,,85.0,-25.0,-30.0,-15.0,-20.0,-15.0,-20.0,-15.0,-20.0,-25.0,-30.0,-15.0,-20.0,-15.0,-20.0,,,,85.0,,,,,,,,,,,,,,,,SC4711E0,80.0,80.0,False
30750.0,Sleep stage 2,Sleep stage W,-25.0,-25.0,0.0,,,,-15.0,10.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,-15.0,10.0,-25.0,0.0,-15.0,10.0,,,,,,,,,,,,,,,,,,,,SC4711E0,,,
31470.0,Sleep stage 2,Sleep stage W,25.0,5.0,-20.0,-25.0,-50.0,95.0,35.0,10.0,5.0,-20.0,5.0,-20.0,5.0,-20.0,25.0,0.0,-25.0,-50.0,5.0,-20.0,-25.0,-50.0,True,95.0,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,SC4711E0,70.0,70.0,False
32220.0,Sleep stage 1,Sleep stage W,-25.0,-25.0,0.0,5.0,30.0,-5.0,-15.0,10.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,-15.0,10.0,25.0,50.0,5.0,30.0,False,-5.0,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,SC4711E0,20.0,20.0,False
34380.0,Sleep stage 2,Sleep stage W,15.0,-15.0,-30.0,,,,-5.0,-20.0,-5.0,-20.0,-15.0,-30.0,-5.0,-20.0,-5.0,-20.0,15.0,0.0,-5.0,-20.0,,,,,,,,,,,,,,,,,,,,SC4711E0,,,
35460.0,Sleep stage 1,Sleep stage W,65.0,-15.0,-80.0,75.0,10.0,75.0,,,-15.0,-80.0,-15.0,-80.0,-15.0,-80.0,,,-5.0,-70.0,-25.0,-90.0,75.0,10.0,False,75.0,75.0,10.0,False,75.0,10.0,False,75.0,10.0,False,75.0,10.0,False,75.0,10.0,False,SC4711E0,10.0,10.0,False
40020.0,Sleep stage 2,Sleep stage W,-25.0,,,-5.0,20.0,-5.0,-5.0,20.0,,,,,,,-5.0,20.0,,,,,-5.0,20.0,False,-5.0,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,SC4711E0,20.0,20.0,False
40380.0,Sleep stage 1,Sleep stage W,95.0,45.0,-50.0,15.0,-80.0,15.0,15.0,-80.0,,,45.0,-50.0,45.0,-50.0,15.0,-80.0,45.0,-50.0,-25.0,-120.0,15.0,-80.0,True,15.0,15.0,-80.0,True,15.0,-80.0,True,15.0,-80.0,True,15.0,-80.0,True,15.0,-80.0,True,SC4711E0,-80.0,-80.0,True
44130.0,Sleep stage 2,Sleep stage W,-25.0,-5.0,20.0,,,,-5.0,20.0,-5.0,20.0,-5.0,20.0,5.0,30.0,-5.0,20.0,5.0,30.0,-5.0,20.0,,,,,,,,,,,,,,,,,,,,SC4711E0,,,
45240.0,Sleep stage 2,Sleep stage W,-15.0,5.0,20.0,,,,15.0,30.0,5.0,20.0,5.0,20.0,5.0,20.0,15.0,30.0,25.0,40.0,5.0,20.0,,,,,,,,,,,,,,,,,,,,SC4711E0,,,
46410.0,Sleep stage 2,Sleep stage W,5.0,5.0,0.0,,,,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,SC4711E0,,,
46710.0,Sleep stage 2,Sleep stage W,-5.0,-5.0,0.0,-25.0,-20.0,,-5.0,0.0,-5.0,0.0,-5.0,0.0,5.0,10.0,-5.0,0.0,5.0,10.0,-5.0,0.0,-25.0,-20.0,True,,,,,,,,,,,,,,,,,SC4711E0,,,
